Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number,From Last,Low,High,Odd,Even,1-10,11-20,21-30,31-40,41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
18/135,2018-11-27,7,8,15,27,29,38,39,8,3,3,4,2,2,1,2,1,0,0,0.00,4,495790.00,275.2,19210.00,260.5,9600.00,6688.6,640.00,6446,320.00,102779,40.00,50896557
18/134,2018-11-24,3,8,13,25,30,34,32,,3,3,3,3,2,1,2,1,0,0,0.00,2.5,719920.00,98,48970.00,225.5,9600.00,4867.4,640.00,5389.3,320.00,85874.5,40.00,43749802
18/133,2018-11-22,15,16,18,22,26,48,34,,4,2,1,5,0,3,2,0,1,0,0.00,0,0.00,60.5,81440.00,154.5,9600.00,3807.3,640.00,4663.9,320.00,70132.1,40.00,40287125
18/132,2018-11-20,4,12,14,17,29,35,38,"12,14",4,2,3,3,1,3,1,1,0,0,0.00,1,1873350.00,44.5,112260.00,121.5,9600.00,2920.3,640.00,3572.7,320.00,56869.4,40.00,37366055
18/131,2018-11-17,5,9,12,14,42,43,45,,4,2,3,3,2,2,0,0,2,1,8000000.00,0.5,751220.00,51.5,77790.00,147,9600.00,3086.5,640.00,3868.7,320.00,59444.4,40.00,33350413
18/130,2018-11-15,2,10,29,32,40,41,44,,2,4,2,4,2,0,1,2,1,2,11485480.00,1,2013190.00,48.5,138360.00,128.5,9600.00,3282.4,640.00,4127.2,320.00,66305.1,40.00,47672483
18/129,2018-11-13,8,22,30,34,35,37,29,,2,4,2,4,1,0,2,3,0,0,0.00,1,2029230.00,52,104060.00,159,9600.00,3272.4,640.00,4371.9,320.00,63393.5,40.00,41521595
18/128,2018-11-11,6,24,26,36,44,49,8,24,2,4,1,5,1,0,2,1,2,0,0.00,0.5,830480.00,48,92270.00,111,9600.00,3110.9,640.00,5022.2,320.00,56144.9,40.00,35329061
18/127,2018-11-08,9,16,22,24,40,47,17,"22,47",4,2,2,4,1,1,2,1,1,1,33142540.00,4,733610.00,65.5,119460.00,184,9600.00,3940.5,640.00,5475,320.00,78909.7,40.00,56841719
18/126,2018-11-06,1,8,22,23,46,47,12,,4,2,3,3,2,0,2,0,2,0,0.00,0,0.00,100.5,58080.00,245.5,9600.00,4755.7,640.00,7589.1,320.00,83048.3,40.00,50349422
18/125,2018-11-03,4,19,24,38,39,44,46,,3,3,2,4,1,1,1,2,1,0,0.00,0,0.00,69.5,72730.00,130.5,9600.00,3313,640.00,4003,320.00,60623.1,40.00,38826786
18/124,2018-11-01,9,13,15,16,20,32,12,,5,1,3,3,1,4,0,1,0,0,0.00,1,1586360.00,61,69340.00,143.2,9600.00,2821.5,640.00,4798.7,320.00,54816.1,40.00,34315573
18/123,2018-10-30,4,7,10,22,34,42,38,,4,2,1,5,3,0,1,1,1,1,77995180.00,4,1499590.00,314,50940.00,642,9600.00,14783.1,640.00,16659.6,320.00,259539.6,40.00,139409881
18/122,2018-10-27,1,5,15,39,45,47,43,,3,3,6,0,2,1,0,1,2,0,0.00,0,0.00,50.5,99520.00,106,9600.00,3137.6,640.00,3662,320.00,57428.8,40.00,37596128
18/121,2018-10-25,6,13,20,25,27,29,21,"6,20",3,3,4,2,1,2,3,0,0,0,0.00,1,1649920.00,62.5,70390.00,142.5,9600.00,2962,640.00,3748.2,320.00,52935.4,40.00,34570196
18/120,2018-10-23,6,17,20,34,36,44,15,,3,3,1,5,1,2,0,2,1,1,32435310.00,2,1454710.00,83,93470.00,208,9600.00,4794.6,640.00,6091.2,320.00,89905.9,40.00,59120983
18/119,2018-10-20,10,13,22,25,40,42,5,,3,3,2,4,1,1,2,1,1,0,0.00,3,852890.00,82,83200.00,284,9600.00,4815.4,640.00,7728.2,320.00,89441.6,40.00,56673773
18/118,2018-10-16,7,11,19,32,45,46,37,,3,3,4,2,1,2,0,1,2,0,0.00,0,0.00,69,77590.00,129.5,9600.00,3264,640.00,3996.9,320.00,60782.7,40.00,40280013
18/117,2018-10-14,8,14,21,24,34,43,1,,4,2,2,4,1,1,2,1,1,0,0.00,4,378230.00,84.5,47740.00,196.5,9600.00,3992.7,640.00,5505.4,320.00,61514.7,40.00,36569904
18/116,2018-10-11,7,9,19,29,39,42,41,"7,9",3,3,5,1,2,1,1,1,1,3,10274390.00,4.5,363180.00,380.7,19200.00,276.5,9600.00,10775.4,640.00,5615,320.00,100304.9,40.00,56622185
18/115,2018-10-09,7,9,18,27,44,45,15,44,3,3,4,2,2,1,1,0,2,0,0.00,2.5,935340.00,226,27590.00,208,9600.00,6611.7,640.00,6016,320.00,96568.1,40.00,53975783
18/114,2018-10-06,2,10,35,39,44,49,8,35,2,4,3,3,2,0,0,2,2,0,0.00,1,2309630.00,47.5,129660.00,149,9600.00,2659.7,640.00,4738.2,320.00,55104.2,40.00,44024832
18/113,2018-10-04,13,19,34,35,45,46,27,13,2,4,4,2,0,2,0,2,2,0,0.00,0,0.00,102,52130.00,115,9600.00,3299,640.00,3606.1,320.00,50780.5,40.00,38905297
18/112,2018-10-02,13,18,23,28,33,49,19,,3,3,4,2,0,2,2,1,1,0.5,4000000.00,2.5,542950.00,195.9,19200.00,183.4,9600.00,5436.8,640.00,4691.6,320.00,73711,40.00,36647793
18/111,2018-09-29,9,31,34,35,37,38,16,,1,5,4,2,1,0,0,5,0,1,29648760.00,1,2425630.00,150,43120.00,201,9600.00,5329.8,640.00,5806,320.00,84238.2,40.00,52478385
18/110,2018-09-27,14,17,30,46,48,49,36,"14,48",2,4,2,4,0,2,1,0,3,0,0.00,1,2438550.00,53.5,121540.00,178,9600.00,3525.5,640.00,5047.5,320.00,67629.1,40.00,48426612
18/109,2018-09-25,5,14,20,22,24,48,4,,5,1,1,5,1,2,2,0,1,0,0.00,0,0.00,44,106910.00,238.5,9600.00,3085.2,640.00,5979.4,320.00,57508.4,40.00,39632034
18/108,2018-09-23,2,13,21,23,32,40,30,40,4,2,3,3,1,1,2,2,0,0,0.00,1.5,1198130.00,52.5,91280.00,150.5,9600.00,3021.2,640.00,4259.3,320.00,54639.5,40.00,37209774
18/107,2018-09-20,5,6,17,26,40,41,46,,3,3,3,3,2,1,1,1,1,2,41457630.00,6,1273070.00,251.5,80990.00,485.5,9600.00,12249.5,640.00,15018,320.00,230221.6,40.00,152730121
18/106,2018-09-18,9,11,18,23,32,48,26,"11,48",4,2,3,3,1,2,1,1,1,0.5,9544460.00,2,904080.00,103,46810.00,225.5,9600.00,5206.7,640.00,6032.5,320.00,87581.9,40.00,44773126
18/105,2018-09-15,4,6,11,33,37,48,41,48,3,3,3,3,2,1,0,2,1,0,0.00,1,1888120.00,64.5,78060.00,122,9600.00,3248.7,640.00,3312.5,320.00,66795.2,40.00,38545605
18/104,2018-09-13,14,20,22,39,41,48,35,,3,3,2,4,0,2,1,1,2,0,0.00,1,1958130.00,47,111100.00,107.5,9600.00,2247.5,640.00,3184.7,320.00,44383,40.00,36315128
18/103,2018-09-11,31,36,38,45,47,49,37,,0,6,4,2,0,0,0,3,3,1.5,41665410.00,8.5,498470.00,206.5,54710.00,583,9600.00,7966,640.00,13571.4,320.00,139606.2,40.00,95671770
18/102,2018-09-08,7,9,12,18,41,46,33,,4,2,3,3,2,2,0,0,2,0,0.00,2,1574870.00,107,78490.00,259.5,9600.00,6520.5,640.00,8303.2,320.00,129641.3,40.00,69596473
18/101,2018-09-06,17,26,30,33,38,49,47,33,1,5,3,3,0,1,2,2,1,0,0.00,3,968550.00,69,112290.00,267,9600.00,5294,640.00,7073,320.00,98937.1,40.00,61961408
18/100,2018-09-04,4,5,33,36,44,47,13,,2,4,3,3,2,0,0,2,2,0,0.00,4,701220.00,70,106850.00,219.5,9600.00,4351.3,640.00,6314.8,320.00,88143.7,40.00,57383519
18/099,2018-09-01,10,13,20,26,35,45,37,,3,3,3,3,1,2,1,1,1,0,0.00,2,1126340.00,74,81170.00,154.5,9600.00,3721.3,640.00,4163.2,320.00,67359,40.00,45175138
18/098,2018-08-30,4,15,21,23,44,46,13,46,4,2,3,3,1,1,2,0,2,0,0.00,0,0.00,51.5,109350.00,127.5,9600.00,2533,640.00,3615.4,320.00,52196.6,40.00,39930583
18/097,2018-08-28,9,18,26,30,36,46,2,,2,4,1,5,1,1,2,1,1,0,0.00,5,303780.00,70.5,57450.00,215,9600.00,4021.4,640.00,5352.2,320.00,66536,40.00,37295219
18/096,2018-08-25,3,4,19,28,31,48,27,,3,3,3,3,2,1,1,1,1,1,17372290.00,0,0.00,49.5,108840.00,168,9600.00,3722.4,640.00,5333.4,320.00,74805.6,40.00,43510767
18/095,2018-08-23,12,14,22,30,38,44,34,,3,3,0,6,0,2,2,1,1,0.5,11310975.00,2.5,874620.00,101,57730.00,202.9,9600.00,4380.4,640.00,6232.3,320.00,77537.1,40.00,47899633
18/094,2018-08-21,3,10,18,28,40,47,4,47,3,3,2,4,2,1,1,1,1,0,0.00,0,0.00,64.5,83330.00,187.5,9600.00,3877.7,640.00,6038.7,320.00,76549.7,40.00,44522637
18/093,2018-08-18,2,14,24,37,42,47,20,,3,3,2,4,1,1,1,1,2,0,0.00,1,1957200.00,41.5,125760.00,83.5,9600.00,2431,640.00,2830.4,320.00,47064.2,40.00,36081968
18/092,2018-08-16,9,13,16,27,29,41,37,,3,3,5,1,1,2,2,0,1,1.5,9202840.00,1,1934750.00,97,53180.00,161,9600.00,4256.4,640.00,4452.7,320.00,76568.9,40.00,42465474
18/091,2018-08-14,32,37,38,42,43,49,24,"38,49",0,6,3,3,0,0,0,3,3,0,0.00,2,1011740.00,85.5,63110.00,100.5,9600.00,2861.5,640.00,3520.5,320.00,51361,40.00,38520803
18/090,2018-08-11,1,11,25,38,47,49,37,11,2,4,5,1,1,1,1,1,2,1.5,51333300.00,6,737250.00,251,46990.00,611,9600.00,11103,640.00,13878,320.00,188676.1,40.00,106234298
18/089,2018-08-09,8,10,11,20,21,34,13,21,5,1,2,4,2,2,1,1,0,0,0.00,3,1233410.00,188,52480.00,409,9600.00,10063.8,640.00,11697.6,320.00,167488,40.00,88736859
18/088,2018-08-07,4,21,25,39,46,47,12,4,2,4,4,2,1,0,2,1,2,0,0.00,2,1982660.00,86.5,122240.00,248.5,9600.00,5776.5,640.00,7916.4,320.00,105030.8,40.00,77531707
18/087,2018-08-04,4,15,23,34,37,48,30,34,3,3,3,3,1,1,1,2,1,0,0.00,0,0.00,82,97070.00,152.5,9600.00,4498,640.00,5141.9,320.00,84766.9,40.00,57867403
18/086,2018-08-02,3,5,11,34,35,45,28,,3,3,5,1,2,1,0,2,1,0,0.00,0.5,1136715.00,116,52260.00,253,9600.00,5140.7,640.00,7372.4,320.00,89134.1,40.00,52404823
18/085,2018-07-31,24,27,36,43,44,46,30,43,1,5,2,4,0,0,2,1,3,0,0.00,1,2645330.00,61.5,114700.00,157.5,9600.00,3353,640.00,4081,320.00,63819.7,40.00,49808124
18/084,2018-07-28,5,7,11,26,30,43,17,,3,3,4,2,2,1,2,0,1,0.5,12898760.00,2,987460.00,106,49680.00,234.5,9600.00,5596.7,640.00,7198.1,320.00,98157,40.00,49131719
18/083,2018-07-26,22,32,37,44,46,49,38,"32,37",1,5,2,4,0,0,1,2,3,0,0.00,0,0.00,48,129730.00,136,9600.00,2695.5,640.00,4340.5,320.00,53756.6,40.00,43847504
18/082,2018-07-24,2,16,17,27,32,37,12,37,3,3,3,3,1,2,1,2,0,0.5,10531925.00,6,368360.00,96,61390.00,276.9,9600.00,4537.4,640.00,6433.1,320.00,76267.2,40.00,49746773
18/081,2018-07-21,13,14,15,37,38,44,40,,3,3,3,3,0,3,0,2,1,0,0.00,1,1596690.00,178,23920.00,193.5,9600.00,7461.4,640.00,3732.8,320.00,67678.2,40.00,41170279
18/080,2018-07-19,12,16,23,25,40,42,20,,3,3,2,4,0,2,2,1,1,0,0.00,0,0.00,53.5,81900.00,138.5,9600.00,2881.2,640.00,3939.9,320.00,53555.9,40.00,34471808
18/079,2018-07-17,6,10,32,36,41,48,47,36,2,4,1,5,2,0,0,2,2,1,82939250.00,4.5,1699200.00,236.5,86210.00,539.5,9600.00,11559.2,640.00,15976,320.00,223700.8,40.00,153065101
18/078,2018-07-14,7,13,22,27,33,36,45,"7,33",3,3,4,2,1,1,2,2,0,0,0.00,3,699910.00,116,48260.00,217.5,9600.00,5407.4,640.00,5349.5,320.00,91232.8,40.00,48689954
18/077,2018-07-12,1,5,7,8,30,33,22,8,4,2,4,2,4,0,1,1,0,0,0.00,4.5,308270.00,183,20210.00,457.4,9600.00,9192.9,640.00,10540.8,320.00,127009.2,40.00,47050151
18/076,2018-07-10,6,8,29,38,41,49,2,8,2,4,3,3,2,0,1,1,2,0,0.00,1.5,1423250.00,63.5,89650.00,175.5,9600.00,3811,640.00,5782.5,320.00,71930.1,40.00,45354928
18/075,2018-07-07,8,17,20,26,40,46,19,"20,40",3,3,1,5,1,2,1,1,1,0,0.00,0,0.00,37.5,118200.00,119.5,9600.00,2337.2,640.00,3628,320.00,44979.1,40.00,32927491
18/074,2018-07-05,1,13,20,34,38,40,29,,3,3,2,4,1,2,0,3,0,2,17198000.00,2,1364520.00,87,83640.00,181.2,9600.00,4508.8,640.00,5575.7,320.00,87996.3,40.00,55411514
18/073,2018-07-03,3,21,22,41,45,49,10,,3,3,5,1,1,0,2,0,3,0,0.00,1,2546760.00,69,98420.00,176.5,9600.00,3666.5,640.00,5403.9,320.00,72517.4,40.00,50608349
18/072,2018-06-30,5,6,16,18,30,32,27,6,4,2,1,5,2,2,1,1,0,0,0.00,1,1634120.00,137.5,31690.00,219.5,9600.00,5270.6,640.00,5825.6,320.00,84195.8,40.00,42007464
18/071,2018-06-28,6,13,23,29,38,45,41,,3,3,4,2,1,1,2,1,1,0,0.00,4,472180.00,70.5,71440.00,125.5,9600.00,3721.6,640.00,3723.5,320.00,66613.4,40.00,39406627
18/070,2018-06-26,7,8,12,17,33,42,26,,4,2,3,3,2,2,0,1,1,0,0.00,2,648870.00,72,48060.00,254,9600.00,4228.2,640.00,6497.6,320.00,77968.3,40.00,36758876
18/069,2018-06-23,2,9,16,18,24,46,47,"16,24",5,1,1,5,2,2,1,0,1,1,8000000.00,1,1484890.00,50.5,78410.00,111.5,9600.00,3001.5,640.00,2704.5,320.00,56044.8,40.00,31438747
18/068,2018-06-21,16,23,24,31,33,34,18,"31,33",3,3,3,3,0,1,2,3,0,1,15061670.00,3,605700.00,83.5,58030.00,172.5,9600.00,3901.2,640.00,4850.9,320.00,66071.7,40.00,40111452
18/067,2018-06-19,2,7,21,31,33,42,24,"7,21",3,3,4,2,2,0,1,2,1,0,0.00,0,0.00,47.5,90400.00,102.5,9600.00,2695.8,640.00,3482.9,320.00,52768.4,40.00,32836452
18/066,2018-06-17,1,7,20,21,35,48,22,35,4,2,4,2,2,1,1,1,1,1,8000000.00,1,1432920.00,74.5,51290.00,217,9600.00,3984.4,640.00,5601.9,320.00,68542.2,40.00,36416856
18/065,2018-06-14,2,10,24,28,35,39,27,,3,3,2,4,2,0,2,2,0,1,20389220.00,7.7,277480.00,71.5,79680.00,194,9600.00,3964.1,640.00,5711.9,320.00,71819.1,40.00,45839309
18/064,2018-06-12,30,31,34,40,41,42,33,41,0,6,2,4,0,0,1,3,2,0,0.00,3.5,569440.00,110,48310.00,230.5,9600.00,3388.4,640.00,5115.5,320.00,54285.5,40.00,42205621
18/063,2018-06-09,11,23,35,41,46,49,47,,2,4,5,1,0,1,1,1,3,0,0.00,2,853450.00,39.5,115230.00,135.5,9600.00,2276.5,640.00,3602,320.00,44844.1,40.00,33720272
18/062,2018-06-07,5,32,34,36,38,43,25,34,1,5,2,4,1,0,0,4,1,1,22308460.00,1.5,1431870.00,72.5,79000.00,209.5,9600.00,3832.7,640.00,5273.4,320.00,66735.6,40.00,45474002
18/061,2018-06-05,6,10,24,34,40,45,9,,3,3,1,5,2,0,1,2,1,0,0.00,2,1021360.00,62,87850.00,204.5,9600.00,3534.5,640.00,6690.6,320.00,68551.7,40.00,44580299
18/060,2018-06-02,4,15,30,33,38,41,16,33,2,4,3,3,1,1,1,2,1,0,0.00,0,0.00,38.5,120300.00,97.7,9600.00,2149.8,640.00,3446.4,320.00,43783.5,40.00,33133513
18/059,2018-05-31,3,5,28,33,40,49,32,3,2,4,4,2,2,0,1,2,1,1,19705620.00,2,1025320.00,62,88200.00,166.5,9600.00,4095.9,640.00,5235.3,320.00,79235.7,40.00,44606628
18/058,2018-05-29,3,6,11,22,45,46,1,22,4,2,3,3,2,1,1,0,2,0,0.00,1,1851220.00,54,91410.00,219.2,9600.00,3549,640.00,7448.6,320.00,70092.6,40.00,42824104
18/057,2018-05-26,1,12,22,40,42,44,28,12,3,3,1,5,1,1,1,1,2,0,0.00,1,1538710.00,46.5,88240.00,125,9600.00,2491.4,640.00,3981,320.00,49330.6,40.00,32063463
18/056,2018-05-24,4,5,7,11,12,13,18,"7,12",6,0,4,2,3,3,0,0,0,6.5,3722560.00,9,52770.00,417.2,19200.00,578.5,9600.00,11353.1,640.00,10718.9,320.00,132442.9,40.00,50418111
18/055,2018-05-22,7,12,14,22,31,33,38,14,4,2,3,3,1,2,1,2,0,0,0.00,0.5,1004190.00,70.5,75960.00,215.7,9600.00,5066.4,640.00,6338.7,320.00,95165.9,40.00,47892008
18/054,2018-05-19,14,23,29,36,37,47,25,23,2,4,4,2,0,1,2,2,1,0,0.00,3,670390.00,51,105160.00,164.5,9600.00,2707.6,640.00,4107,320.00,54641,40.00,39899866
18/053,2018-05-17,3,16,23,30,43,46,26,,3,3,3,3,1,1,2,0,2,0,0.00,0,0.00,60,75940.00,150.5,9600.00,2853.6,640.00,3956.5,320.00,52417,40.00,35467897
18/052,2018-05-15,5,8,9,19,32,44,39,"9,19",4,2,3,3,3,1,0,1,1,1,8000000.00,3,518890.00,60,69180.00,105,9600.00,3832.8,640.00,4004,320.00,72123,40.00,35243584
18/051,2018-05-13,1,6,9,19,21,23,43,19,6,0,5,1,3,1,2,0,0,3.5,4279170.00,0.5,317720.00,237.5,19200.00,234.5,9600.00,8680.5,640.00,5632.5,320.00,113570,40.00,45831918
18/050,2018-05-10,12,19,25,31,36,49,11,31,2,4,4,2,0,2,1,2,1,0,0.00,1,1877040.00,57,87810.00,167.7,9600.00,3066.5,640.00,4759,320.00,57231.1,40.00,39140482
18/049,2018-05-08,3,14,18,28,31,40,38,"3,40",3,3,2,4,1,2,1,2,0,0.5,4000000.00,0.5,897845.00,42.5,112670.00,179,9600.00,2814.2,640.00,5764.2,320.00,57677.5,40.00,38567396
18/048,2018-05-05,3,24,40,44,45,49,8,24,2,4,3,3,1,0,1,1,3,1,8000000.00,4,389940.00,62.5,66540.00,195,9600.00,2568,640.00,4848.8,320.00,47756.3,40.00,34081871
18/047,2018-05-03,12,24,30,31,32,34,41,,2,4,1,5,0,1,2,3,0,1,34037480.00,3,885210.00,83,85320.00,239.4,9600.00,5654.4,640.00,6017.9,320.00,96068.2,40.00,57668253
18/046,2018-05-01,1,5,10,20,21,25,43,21,5,1,4,2,3,1,2,0,0,0,0.00,3.5,510860.00,247.7,19240.00,258.5,9600.00,9483.1,640.00,6690.5,320.00,128367.7,40.00,53566003
18/045,2018-04-28,2,15,17,18,21,44,14,,5,1,3,3,1,3,1,0,1,0,0.00,1,2240180.00,53.5,111660.00,188,9600.00,3267.9,640.00,4762.4,320.00,63982.3,40.00,45168809
18/044,2018-04-26,8,12,20,33,35,45,42,"12,20,33",3,3,3,3,1,2,0,2,1,0,0.00,1.5,1330180.00,64,83130.00,152,9600.00,3684.9,640.00,4393,320.00,70199.4,40.00,41942057
18/043,2018-04-24,12,20,21,28,33,41,9,28,3,3,3,3,0,2,2,1,1,0,0.00,2,819210.00,61.5,71040.00,190,9600.00,2840.2,640.00,5072.3,320.00,53855.4,40.00,35967154
18/042,2018-04-22,10,14,28,30,42,44,35,,2,4,0,6,1,1,2,0,2,1,8000000.00,1,1819260.00,41.5,116900.00,137.5,9600.00,2720,640.00,4640,320.00,56207.2,40.00,37262668
18/041,2018-04-19,20,21,33,40,45,49,43,,2,4,4,2,0,1,1,2,2,1,32329980.00,4,715700.00,61,125150.00,274,9600.00,4637,640.00,6610,320.00,88819.4,40.00,59701923
18/040,2018-04-17,3,8,16,22,28,32,24,,4,2,1,5,2,1,2,1,0,0.5,23741545.00,9.5,232340.00,368.5,19200.00,712.7,9600.00,13620.4,640.00,14687.5,320.00,184537.4,40.00,80912775
18/039,2018-04-14,12,14,15,36,38,40,42,,3,3,1,5,0,3,0,3,0,0,0.00,4.5,670480.00,81.9,98230.00,250,9600.00,4777.1,640.00,6541.8,320.00,90121.2,40.00,61591369
18/038,2018-04-12,1,2,9,11,37,41,18,1,4,2,5,1,3,1,0,1,1,0,0.00,3.5,676940.00,125,50540.00,268,9600.00,6941.3,640.00,8778.3,320.00,119613.4,40.00,59196875
18/037,2018-04-10,1,15,23,34,43,48,25,"23,43",3,3,4,2,1,1,1,1,2,0,0.00,1,2745580.00,66,110930.00,155,9600.00,4000,640.00,5620.5,320.00,76537.4,40.00,53744915
18/036,2018-04-07,4,20,23,27,31,43,3,,3,3,4,2,1,1,2,1,1,0,0.00,1,2000140.00,61.5,86720.00,179,9600.00,3595.1,640.00,6274.8,320.00,67803.5,40.00,43319236
18/035,2018-04-05,19,24,29,39,40,42,30,29,2,4,3,3,0,1,2,2,1,0.5,10464765.00,2,1081310.00,78.5,73460.00,246,9600.00,3510.8,640.00,5639.9,320.00,65830,40.00,46092385
18/034,2018-04-03,21,29,31,41,46,49,36,,1,5,5,1,0,0,2,1,3,0,0.00,2,1073600.00,55.5,103160.00,171,9600.00,3300.2,640.00,4228.7,320.00,56304.8,40.00,42758595
18/033,2018-03-31,9,13,16,18,19,34,21,,5,1,3,3,1,4,0,1,0,0,0.00,2,704700.00,41.5,90560.00,131.5,9600.00,3286.6,640.00,3725.8,320.00,59085.6,40.00,31938700
18/032,2018-03-29,5,12,24,27,30,47,43,12,3,3,3,3,1,1,3,0,1,2,32686570.00,8.5,686010.00,197.5,78730.00,521.5,9600.00,11874.1,640.00,13065.5,320.00,210686,40.00,125802010
18/031,2018-03-24,12,19,23,28,35,45,6,,3,3,4,2,0,2,2,1,1,0,0.00,1,2847970.00,144,52740.00,322.2,9600.00,6500.5,640.00,9601.5,320.00,113512,40.00,66167891
18/030,2018-03-22,10,18,21,29,33,46,36,29,3,3,3,3,1,1,2,1,1,0,0.00,2,1514820.00,84.5,95610.00,186,9600.00,4521.2,640.00,6825.2,320.00,87722.4,40.00,60309832
18/029,2018-03-20,3,22,27,29,42,45,10,,2,4,4,2,1,0,3,0,2,0,0.00,0.5,1304735.00,86,80910.00,238,9600.00,4714,640.00,7049,320.00,88251.8,40.00,55934392
18/028,2018-03-17,4,6,23,33,40,47,30,,3,3,3,3,2,0,1,2,1,0,0.00,1,2287060.00,70,87120.00,151.5,9600.00,3485,640.00,4724,320.00,69143.1,40.00,45772652
18/027,2018-03-15,13,16,25,35,38,49,33,"16,25",2,4,4,2,0,2,1,2,1,0,0.00,2,1042090.00,67.5,82330.00,180.5,9600.00,3258.4,640.00,5082.9,320.00,58437.4,40.00,42687092
18/026,2018-03-13,5,16,20,25,34,42,2,,3,3,2,4,1,2,1,1,1,0,0.00,3,584360.00,86,54350.00,203.2,9600.00,3839.2,640.00,6016.2,320.00,62942.4,40.00,40174002
18/025,2018-03-10,7,18,19,26,27,39,2,,3,3,4,2,1,2,2,1,0,1,20312760.00,3,637020.00,69.5,73320.00,258.5,9600.00,4376.1,640.00,7202,320.00,81181.4,40.00,45990430
18/024,2018-03-08,1,6,30,43,44,48,7,,2,4,2,4,2,0,1,0,3,0,0.00,2,1096580.00,46.5,125770.00,149,9600.00,2950,640.00,5062.6,320.00,60841.6,40.00,43406046
18/023,2018-03-06,2,11,17,19,35,37,20,11,4,2,5,1,1,3,0,2,0,0,0.00,2,903510.00,66,73010.00,160,9600.00,2942.6,640.00,4371.7,320.00,58675.6,40.00,37784405
18/022,2018-03-04,6,10,11,23,28,43,21,,4,2,3,3,2,1,2,0,1,1,24530570.00,2.5,768250.00,155,33040.00,328.2,9600.00,7744.8,640.00,7698.5,320.00,116311,40.00,54247972
18/021,2018-03-01,2,14,15,17,18,29,1,,5,1,3,3,1,4,1,0,0,0,0.00,0.5,1040650.00,58.5,94870.00,254.5,9600.00,4195.2,640.00,7266.3,320.00,76081.2,40.00,47674572
18/020,2018-02-27,13,24,28,31,41,43,16,,2,4,4,2,0,1,2,1,2,0.5,11484115.00,1.5,1864350.00,94.5,78910.00,190.5,9600.00,4067.5,640.00,5625.8,320.00,76920,40.00,55178671
18/019,2018-02-24,17,20,34,38,42,45,5,20,2,4,2,4,0,2,0,2,2,0,0.00,1.5,1461910.00,46.5,125750.00,178.5,9600.00,2721,640.00,4532,320.00,52960,40.00,42756867
18/018,2018-02-22,4,12,19,20,30,39,5,,4,2,2,4,1,3,1,1,0,0,0.00,1.5,977220.00,72,54290.00,220,9600.00,3772.7,640.00,5675.3,320.00,63486.6,40.00,36334791
18/017,2018-02-20,3,5,25,42,43,44,2,43,2,4,4,2,2,0,1,0,3,1,66777930.00,6.5,962970.00,225.5,74010.00,502,9600.00,9618,640.00,14567,320.00,182035.9,40.00,127358051
18/016,2018-02-15,1,19,21,32,43,45,34,32,3,3,5,1,1,1,1,1,2,0,0.00,2,1184800.00,52.5,120360.00,151,9600.00,2960.2,640.00,4353.9,320.00,57599.4,40.00,45187222
18/015,2018-02-13,2,9,18,27,32,42,12,"2,9,27",3,3,2,4,2,1,1,1,1,0,0.00,1,1329120.00,93.5,37900.00,328.4,9600.00,3769.3,640.00,7795.1,320.00,66201.4,40.00,37860539
18/014,2018-02-11,1,2,9,27,33,45,38,,3,3,5,1,3,0,1,1,1,1,13798280.00,1,1932760.00,87.7,58760.00,221.5,9600.00,5551.4,640.00,6584.9,320.00,99033.9,40.00,47976374
18/013,2018-02-08,13,16,22,28,37,41,34,28,3,3,3,3,0,2,2,1,1,0,0.00,2,956200.00,66.5,76680.00,153,9600.00,2710.2,640.00,3810.2,320.00,52637.9,40.00,38034160
18/012,2018-02-06,3,19,26,28,35,48,32,,2,4,3,3,1,1,2,1,1,1.5,30183640.00,3,1126540.00,144.5,62360.00,317.2,9600.00,6587,640.00,8192,320.00,127181.8,40.00,73571643
18/011,2018-02-03,2,4,12,25,40,49,8,49,3,3,2,4,2,1,1,1,1,0,0.00,3,791470.00,96,65950.00,367,9600.00,5334.8,640.00,11488.2,320.00,93890.1,40.00,58822754
18/010,2018-02-01,20,23,26,29,47,49,39,49,2,4,4,2,0,1,3,0,2,0,0.00,2,1347980.00,62.5,115020.00,171.5,9600.00,3670,640.00,5701.2,320.00,72481,40.00,52721204
18/009,2018-01-30,4,7,11,12,40,49,25,,4,2,3,3,2,2,0,1,1,0,0.00,4.5,435760.00,108.5,48190.00,293.5,9600.00,5907.2,640.00,7727.6,320.00,103873.5,40.00,51095871
18/008,2018-01-27,8,17,26,33,43,45,40,,2,4,4,2,1,1,1,1,2,0,0.00,1,2014220.00,127.2,42220.00,108,9600.00,4702.9,640.00,3573,320.00,72827.5,40.00,42332069
18/007,2018-01-25,3,14,23,36,40,47,20,3,3,3,3,3,1,1,1,2,1,0,0.00,1,2026460.00,45,120080.00,120.5,9600.00,3002.5,640.00,3410.9,320.00,54927.1,40.00,39283084
18/006,2018-01-23,3,20,27,32,37,41,44,27,2,4,4,2,1,1,1,2,1,1,8000000.00,3,768110.00,49.5,124130.00,134,9600.00,2728.4,640.00,3374.7,320.00,58692.5,40.00,43225448
